,close,open,gap_open,day_of_week,week_of_year,month_of_year
46,8743.45,8749.45,126.55000000000109,3,12,3
47,8597.3,8627.9,43.04999999999927,4,12,3
48,8591.45,8591.55,40.599999999998545,0,13,3
49,8560.9,8537.05,-12.850000000000364,1,13,3
50,8557.95,8568.9,51.899999999999636,2,13,3
51,8481.75,8474.95,92.65000000000146,3,13,3
52,8380.05,8396.0,47.95000000000073,4,13,3
53,8387.3,8391.7,-109.64999999999964,0,14,3
54,8513.1,8527.6,46.70000000000073,1,14,3
55,8489.0,8483.7,-106.59999999999854,2,14,4
56,8582.6,8615.8,-36.20000000000073,0,15,4
57,8683.15,8684.45,7.550000000001091,1,15,4
58,8710.95,8698.95,-18.399999999999636,2,15,4
59,8741.55,8756.2,-18.049999999999272,3,15,4
60,8765.9,8774.35,6.800000000001091,4,15,4
61,8781.55,8801.75,-24.149999999999636,0,16,4
62,8827.75,8844.75,109.25,2,16,4
63,8746.35,8757.05,63.79999999999927,3,16,4
64,8678.1,8698.05,96.0,4,16,4
65,8586.6,8615.4,172.39999999999964,0,17,4
66,8463.55,8416.1,18.0,1,17,4
67,8407.4,8400.4,-36.100000000000364,2,17,4
68,8472.15,8478.2,90.25,3,17,4
69,8365.3,8405.7,85.55000000000109,4,17,4
70,8298.15,8330.55,127.39999999999964,0,18,4
71,8218.65,8215.55,-49.30000000000109,1,18,4
72,8270.9,8274.8,38.399999999999636,2,18,4
73,8165.7,8224.5,19.549999999999272,3,18,4
74,8263.9,8230.05,-112.60000000000036,0,19,5
75,8311.9,8338.4,17.299999999999272,1,19,5
76,8309.05,8316.6,224.15000000000055,2,19,5
77,8048.55,8077.0,29.850000000000364,3,19,5
78,8150.4,8131.5,-58.80000000000018,4,19,5
79,8236.5,8243.2,-76.84999999999854,0,20,5
80,8244.95,8326.15,201.14999999999964,1,20,5
81,8218.35,8181.55,-55.849999999999454,2,20,5
82,8176.5,8232.45,11.300000000001091,3,20,5
83,8254.5,8240.3,-14.450000000000728,4,20,5
84,8305.75,8284.95,-91.25,0,21,5
85,8348.55,8356.2,-0.8499999999985448,1,21,5
86,8419.6,8392.65,-20.5,2,21,5
87,8428.45,8434.5,15.450000000000728,3,21,5
88,8429.1,8432.5,-15.850000000000364,4,21,5
89,8430.05,8438.15,71.25,0,22,5
90,8351.75,8377.65,22.850000000000364,1,22,5
91,8283.35,8302.75,-34.350000000000364,2,22,5
92,8345.6,8345.7,26.700000000000728,3,22,5
93,8344.4,8327.1,-105.85000000000036,4,22,5
94,8430.7,8417.25,-5.299999999999272,0,23,6
95,8383.55,8442.8,210.54999999999927,1,23,6
96,8192.65,8232.45,83.90000000000055,2,23,6
97,8124.9,8155.15,18.199999999999818,3,23,6
98,8120.35,8119.15,5.25,4,23,6
99,8081.25,8124.35,87.40000000000055,0,24,6
100,8034.0,8026.5,11.050000000000182,1,24,6
101,8092.9,8024.15,-101.35000000000036,2,24,6
102,8145.95,8157.3,192.44999999999982,3,24,6
103,7959.15,7959.85,-31.599999999999454,4,24,6
104,7971.8,7986.6,-19.549999999999272,0,25,6
105,7980.5,8004.2,-53.0,1,25,6
106,8066.05,8084.2,-5.5,2,25,6
107,8147.55,8113.7,-64.65000000000055,3,25,6
108,8215.15,8201.15,-31.80000000000109,4,25,6
109,8275.85,8259.3,-93.0,0,26,6
110,8353.95,8377.45,-3.649999999999636,1,26,6
111,8381.75,8399.4,59.54999999999927,2,26,6
112,8356.15,8336.25,-78.79999999999927,3,26,6
113,8375.9,8393.95,11.75,4,26,6
114,8233.55,8247.05,-79.35000000000036,0,27,6
115,8328.6,8316.35,-55.25,1,27,6
116,8386.2,8376.25,-86.25,2,27,7
117,8445.7,8471.95,31.0,3,27,7
118,8464.05,8440.1,-46.25,4,27,7
119,8394.1,8386.15,-137.25,0,28,7
120,8549.8,8525.5,8.549999999999272,1,28,7
121,8436.5,8439.2,84.55000000000109,2,28,7
122,8360.4,8364.85,29.700000000000728,3,28,7
123,8356.0,8365.7,8.650000000001455,4,28,7
124,8374.15,8397.25,-64.14999999999964,0,29,7
125,8447.0,8470.6,28.200000000000728,1,29,7
126,8494.05,8463.4,-62.600000000000364,2,29,7
127,8561.9,8545.8,-65.0,3,29,7
128,8640.2,8623.65,9.799999999999272,4,29,7
129,8578.9,8623.9,21.600000000000364,0,30,7
130,8600.65,8601.5,69.60000000000036,1,30,7
131,8513.55,8512.25,-119.39999999999964,2,30,7
132,8652.05,8643.95,57.150000000001455,3,30,7
133,8568.65,8588.15,61.04999999999927,4,30,7
134,8451.3,8492.1,130.10000000000036,0,31,7
135,8382.6,8371.1,29.899999999999636,1,31,7
136,8342.7,8365.6,-14.75,2,31,7
137,8413.0,8413.2,-15.849999999998545,3,31,7
138,8479.1,8456.1,-74.85000000000036,4,31,7
139,8541.2,8510.65,-28.05000000000109,0,32,8
140,8516.25,8564.1,39.850000000000364,1,32,8
141,8565.45,8547.4,-19.649999999999636,2,32,8
142,8567.6,8585.8,-1.2000000000007276,3,32,8
143,8591.75,8580.8,10.349999999998545,4,32,8
144,8600.15,8577.0,74.10000000000036,0,33,8
145,8515.6,8549.85,82.45000000000073,1,33,8
146,8421.9,8446.7,92.75,2,33,8
147,8417.8,8385.3,2.149999999999636,3,33,8
148,8397.0,8402.35,-116.54999999999927,4,33,8
149,8448.1,8530.5,58.649999999999636,0,34,8
150,8516.15,8503.75,37.5,1,34,8
151,8456.15,8468.05,-25.850000000000364,2,34,8
152,8485.9,8477.15,89.94999999999891,3,34,8
153,8246.55,8298.7,14.050000000001091,4,34,8
154,8025.55,8055.95,257.0,0,35,8
155,7903.1,7896.55,-9.800000000000182,1,35,8
156,7850.35,7865.25,76.10000000000036,2,35,8
157,7866.6,7919.15,-41.100000000000364,3,35,8
158,8035.1,8053.7,57.94999999999982,4,35,8
159,7965.6,8006.7,35.69999999999982,0,36,8
160,7916.1,7907.95,126.55000000000018,1,36,9
161,7798.75,7857.8,130.15000000000055,2,36,9
162,7766.65,7774.45,-56.80000000000018,3,36,9
163,7751.5,7803.4,147.44999999999982,4,36,9
164,7700.75,7690.65,137.69999999999982,0,37,9
165,7572.55,7587.7,-114.15000000000055,1,37,9
166,7814.4,7806.1,1.25,2,37,9
167,7706.95,7721.35,-97.94999999999982,3,37,9
168,7846.55,7832.5,48.850000000000364,4,37,9
169,7776.15,7811.1,-56.75,0,38,9
170,7873.95,7867.85,49.400000000000546,1,38,9
171,7868.6,7886.2,-1.949999999999818,2,38,9
172,7989.1,7963.2,-4.199999999999818,4,38,9
173,7928.15,7910.95,-72.44999999999982,0,39,9
174,8009.85,8014.8,225.0,1,39,9
175,7745.4,7737.35,-119.59999999999945,2,39,9
176,7846.7,7835.5,-33.0,3,39,9
177,7861.8,7892.8,90.35000000000036,0,40,9
178,7719.15,7725.7,-104.0,1,40,9
179,7906.85,7924.25,-23.0,2,40,9
180,7989.25,7986.9,39.79999999999927,3,40,10
181,8048.1,8009.55,-116.84999999999945,0,41,10
182,8145.8,8180.45,31.899999999999636,1,41,10
183,8156.6,8146.2,-36.19999999999982,2,41,10
184,8167.8,8196.75,69.05000000000018,3,41,10
185,8215.35,8187.65,9.649999999999636,4,41,10
186,8177.4,8231.5,87.25,0,42,10
187,8139.9,8121.7,-6.449999999999818,1,42,10
188,8120.4,8102.4,-6.300000000000182,2,42,10
189,8152.1,8134.35,-44.399999999999636,3,42,10
190,8171.85,8193.65,-47.850000000000364,4,42,10
191,8256.1,8262.55,-9.0,0,43,10
192,8270.4,8281.3,27.69999999999891,1,43,10
193,8280.25,8258.35,9.25,2,43,10
194,8308.55,8308.25,11.399999999999636,4,43,10
195,8316.5,8333.65,79.14999999999964,0,44,10
196,8238.9,8232.35,4.5,1,44,10
197,8198.4,8188.9,11.699999999999818,2,44,10
198,8150.3,8177.0,58.30000000000018,3,44,10
199,8113.55,8123.55,67.19999999999982,4,44,10
200,8037.3,8055.65,4.699999999999818,0,45,11
201,8087.55,8085.95,38.05000000000018,1,45,11
202,8104.1,8104.9,74.54999999999927,2,45,11
203,8011.25,8029.4,81.44999999999982,3,45,11
204,7978.75,7956.55,-5.599999999999454,4,45,11
205,7819.5,7788.25,-123.10000000000036,0,46,11
206,7863.7,7877.6,94.15000000000055,1,46,11
207,7838.8,7783.35,-45.349999999999454,2,46,11
208,7755.15,7762.45,1.3499999999994543,4,46,11
209,7741.55,7732.95,-75.69999999999982,0,47,11
210,7838.45,7848.75,18.399999999999636,1,47,11
211,7831.55,7817.0,87.94999999999982,2,47,11
212,7781.5,7788.8,-55.94999999999982,3,47,11
213,7830.3,7841.9,-9.900000000000546,4,47,11
214,7870.45,7871.15,23.599999999999454,0,48,11
215,7843.65,7837.0,4.600000000000364,1,48,11
216,7851.0,7837.15,-55.400000000000546,3,48,11
217,7896.9,7910.6,-35.04999999999927,4,48,11
218,7950.8,7940.0,0.5,0,49,11
219,7965.25,7958.15,3.0,1,49,12
220,7958.15,7976.65,52.399999999999636,2,49,12
221,7909.8,7901.15,35.649999999999636,3,49,12
222,7803.35,7817.6,29.900000000000546,4,49,12
223,7814.4,7818.2,52.69999999999982,0,50,12
224,7747.8,7738.5,48.19999999999982,1,50,12
225,7693.7,7695.5,77.25,2,50,12
226,7636.65,7643.3,-39.25,3,50,12
227,7667.0,7699.45,89.34999999999945,4,50,12
228,7585.0,7558.2,-101.05000000000018,0,51,12
229,7640.8,7659.4,-33.20000000000073,1,51,12
230,7721.8,7725.25,-26.399999999999636,2,51,12
231,7781.45,7784.3,-54.099999999999454,3,51,12
232,7821.2,7828.9,65.84999999999945,4,51,12
233,7752.3,7745.65,-84.95000000000073,0,52,12
234,7809.55,7829.4,42.149999999999636,1,52,12
235,7851.9,7830.45,-32.05000000000018,2,52,12
236,7872.1,7888.75,25.75,3,52,12
237,7889.8,7865.1,-52.29999999999927,0,53,12
238,7932.4,7928.95,-1.3500000000003638,1,53,12
239,7935.3,7940.35,45.25,2,53,12
240,7902.2,7897.65,-42.100000000000364,3,53,12
241,7921.8,7938.45,-19.0,4,53,1
242,7916.85,7924.55,135.40000000000055,0,1,1
243,7807.25,7828.4,49.399999999999636,1,1,1
244,7768.2,7788.05,54.650000000000546,2,1,1
245,7650.95,7673.35,103.70000000000073,3,1,1
246,7615.45,7611.65,4.5,4,1,1
247,7509.6,7527.45,-44.650000000000546,0,2,1
248,7570.8,7587.2,76.55000000000018,1,2,1
249,7558.95,7562.8,6.150000000000546,2,2,1
250,7479.35,7470.95,-70.05000000000018,3,2,1
251,7547.2,7561.65,127.69999999999982,4,2,1
252,7440.9,7425.3,74.15000000000055,0,3,1
253,7371.05,7381.8,-58.25,1,3,1
254,7324.45,7350.1,33.100000000000364,2,3,1
255,7386.4,7376.65,96.59999999999945,3,3,1
256,7340.6,7355.7,-67.19999999999982,4,3,1
257,7474.25,7468.75,32.350000000000364,0,4,1
258,7435.5,7474.4,43.04999999999927,2,4,1
259,7441.75,7426.5,-0.1000000000003638,3,4,1
260,7471.45,7413.35,-146.04999999999927,4,4,1
261,7566.05,7589.5,40.05000000000018,0,5,2
262,7562.4,7566.65,125.94999999999982,1,5,2
263,7390.65,7392.45,19.149999999999636,2,5,2
264,7419.6,7411.45,-1.3500000000003638,3,5,2
265,7420.75,7418.25,-81.85000000000036,4,5,2
266,7490.4,7489.7,124.64999999999964,0,6,2
267,7316.25,7299.85,-1.1499999999996362,1,6,2
268,7253.0,7260.45,40.19999999999982,2,6,2
269,7177.3,7208.0,232.30000000000018,3,6,2
270,6994.2,7023.65,53.099999999999454,4,6,2
271,7086.2,7057.35,-100.84999999999945,0,7,2
272,7160.6,7198.55,153.94999999999982,1,7,2
273,7027.75,7058.15,-62.55000000000018,2,7,2
274,7197.6,7177.4,-1.1000000000003638,3,7,2
275,7171.9,7170.55,-31.449999999999818,4,7,2
276,7221.2,7213.6,-19.299999999999272,0,8,2
277,7202.3,7240.3,145.75,1,8,2
278,7065.1,7075.0,54.55000000000018,2,8,2
279,7012.85,7029.85,46.45000000000073,3,8,2
280,7022.2,7039.3,3.350000000000364,4,8,2
281,7023.0,7050.45,51.899999999999636,0,9,2
282,7086.4,7038.25,-190.30000000000018,1,9,3
283,7322.45,7321.7,-54.55000000000018,2,9,3
284,7441.6,7422.2,-50.850000000000364,3,9,3
285,7456.05,7502.35,0.5,4,9,3
286,7499.5,7486.4,4.399999999999636,1,10,3
287,7435.8,7436.1,-96.39999999999964,2,10,3
288,7524.15,7547.05,65.25,3,10,3
289,7498.7,7488.15,-26.200000000000728,4,10,3
290,7574.95,7542.6,13.0,0,11,3
291,7520.65,7535.85,72.75,1,11,3
292,7448.3,7459.75,-42.44999999999982,2,11,3
293,7569.4,7557.4,67.79999999999927,3,11,3
294,7538.2,7534.65,-65.95000000000073,4,11,3
295,7639.5,7619.2,-84.35000000000036,0,12,3
296,7684.25,7699.95,-13.350000000000364,1,12,3
297,7696.5,7712.4,7.199999999999818,2,12,3
298,7713.05,7741.0,110.55000000000018,0,13,3
299,7622.35,7606.55,13.550000000000182,1,13,3
300,7653.1,7651.1,-85.94999999999982,2,13,3
301,7742.6,7727.65,-20.5,3,13,3
302,7719.05,7718.05,5.300000000000182,4,13,4
303,7746.65,7729.95,-26.550000000000182,0,14,4
304,7727.4,7736.3,143.35000000000036,1,14,4
305,7608.35,7638.05,19.75,2,14,4
306,7602.55,7630.4,88.25,3,14,4
307,7533.3,7542.05,-16.25,4,14,4
308,7560.4,7576.3,-88.0,0,15,4
309,7688.8,7670.5,-38.649999999999636,1,15,4
310,7804.75,7776.3,-71.80000000000018,2,15,4
311,7859.3,7908.1,0.3000000000001819,0,16,4
312,7926.05,7946.0,26.699999999999818,2,16,4
313,7963.05,7956.35,59.350000000000364,3,16,4
314,7883.15,7891.8,-10.75,4,16,4
315,7902.6,7894.8,29.949999999999818,0,17,4
316,7833.7,7828.2,-127.19999999999982,1,17,4
317,7969.1,7942.0,-34.75,2,17,4
318,7981.8,7967.4,116.34999999999945,3,17,4
319,7825.75,7842.4,-3.100000000000364,4,17,4
320,7805.4,7822.7,15.550000000000182,0,18,5
321,7866.5,7824.8,82.05000000000018,1,18,5
322,7734.85,7723.9,23.549999999999272,2,18,5
323,7727.8,7731.0,-7.699999999999818,3,18,5
324,7691.45,7717.65,-16.600000000000364,4,18,5
325,7786.85,7755.25,-113.30000000000018,0,19,5
326,7864.7,7871.0,-18.899999999999636,1,19,5
327,7845.3,7804.65,-47.20000000000073,2,19,5
328,7893.65,7871.45,-33.75,3,19,5
329,7874.5,7879.45,65.84999999999945,4,19,5
330,7809.1,7831.2,-28.100000000000364,0,20,5
331,7909.5,7896.85,9.350000000000364,1,20,5
332,7840.75,7846.75,-26.100000000000364,2,20,5
333,7838.25,7875.5,108.39999999999964,3,20,5
334,7784.1,7792.2,32.19999999999982,4,20,5
335,7784.35,7813.95,84.59999999999945,0,21,5
336,7733.0,7737.4,-22.5,1,21,5
337,7835.65,7811.8,-121.0,2,21,5
338,7964.25,7974.45,-103.5,3,21,5
339,8113.7,8081.95,-67.40000000000055,4,21,5
340,8196.05,8166.5,-5.5,0,22,5
341,8205.1,8209.85,49.30000000000018,1,22,5
342,8177.0,8179.2,-1.0,2,22,6
343,8179.05,8157.35,-59.600000000000364,3,22,6
344,8251.8,8246.2,33.350000000000364,4,22,6
345,8226.2,8228.75,23.299999999999272,0,23,6
346,8230.2,8233.7,-30.899999999999636,1,23,6
347,8273.0,8285.5,15.799999999999272,2,23,6
348,8257.9,8269.7,69.65000000000146,3,23,6
349,8190.7,8180.25,7.600000000000364,4,23,6
350,8109.5,8102.25,-10.75,0,24,6
351,8118.15,8134.4,22.849999999999454,1,24,6
352,8125.05,8136.5,-62.899999999999636,2,24,6
353,8146.85,8180.65,49.54999999999927,3,24,6
354,8184.7,8176.65,20.599999999999454,4,24,6
355,8152.0,8115.75,-119.5,0,25,6
356,8222.45,8256.6,48.20000000000073,1,25,6
357,8213.9,8215.25,20.899999999999636,2,25,6
358,8199.05,8202.25,-67.20000000000073,3,25,6
359,8044.7,8017.6,-59.149999999999636,4,25,6
360,8079.3,8039.35,-52.849999999999454,0,26,6
361,8107.85,8094.85,-32.19999999999982,1,26,6
362,8163.6,8172.65,-29.899999999999636,2,26,6
363,8266.35,8262.3,-23.600000000000364,3,26,6
364,8335.9,8314.45,-13.149999999999636,4,26,7
365,8376.1,8377.35,6.950000000000728,0,27,7
366,8353.65,8378.95,49.30000000000109,1,27,7
367,8332.5,8342.0,-0.6000000000003638,3,27,7
368,8318.2,8350.4,24.850000000000364,4,27,7
369,8435.45,8413.35,-56.600000000000364,0,28,7
370,8492.85,8502.6,-13.549999999999272,1,28,7
371,8530.05,8540.45,35.70000000000073,2,28,7
372,8517.55,8515.75,-47.850000000000364,3,28,7
373,8587.45,8565.45,27.150000000001455,4,28,7
374,8572.0,8564.05,66.69999999999891,0,29,7
375,8522.45,8514.3,-21.100000000000364,1,29,7
376,8549.75,8515.45,-51.19999999999891,2,29,7
377,8570.55,8582.7,77.55000000000109,3,29,7
378,8516.65,8519.65,-26.80000000000109,4,29,7
379,8535.05,8519.95,-110.44999999999891,0,30,7
380,8642.55,8633.75,49.04999999999927,1,30,7
381,8632.7,8599.4,-9.950000000000728,2,30,7
382,8642.55,8636.8,-29.400000000001455,3,30,7
383,8663.65,8667.8,25.5,4,30,7
384,8694.4,8654.5,7.350000000000364,0,31,8
385,8663.1,8647.45,19.80000000000109,1,31,8
386,8592.6,8634.6,93.89999999999964,2,31,8
387,8534.85,8599.95,38.20000000000073,3,31,8
388,8621.2,8600.2,-79.09999999999854,4,31,8
389,8719.35,8710.1,9.850000000000364,0,32,8
390,8696.5,8727.8,57.25,1,32,8
391,8678.75,8686.7,118.80000000000109,2,32,8
392,8578.45,8572.8,-21.25,3,32,8
393,8625.8,8605.45,-50.54999999999927,4,32,8
394,8669.65,8670.25,31.350000000000364,1,33,8
395,8652.1,8639.2,16.600000000000364,2,33,8
396,8658.1,8648.95,-19.75,3,33,8
397,8670.5,8694.3,27.149999999999636,4,33,8
398,8671.35,8667.0,40.100000000000364,0,34,8
399,8611.05,8628.35,-10.949999999998909,1,34,8
400,8635.9,8648.5,0.8999999999996362,2,34,8
401,8670.95,8666.75,76.20000000000073,3,34,8
402,8616.6,8614.35,40.80000000000109,4,34,8
403,8565.3,8583.75,-35.45000000000073,0,35,8
404,8657.55,8649.2,-95.89999999999964,1,35,8
405,8788.3,8754.05,-29.25,2,35,8
406,8789.3,8792.35,13.149999999999636,3,35,9
407,8785.6,8796.35,-8.350000000000364,4,35,9
408,8874.45,8852.7,-91.5,1,36,9
409,8924.0,8968.7,44.75,2,36,9
410,8905.75,8915.5,-32.95000000000073,3,36,9
411,8908.95,8936.8,72.19999999999891,4,36,9
412,8729.5,8732.95,17.650000000001455,0,37,9
413,8725.3,8709.3,-29.900000000001455,2,37,9
414,8737.7,8743.85,-4.75,3,37,9
415,8809.75,8780.85,0.050000000001091394,4,37,9
416,8787.65,8791.55,-17.5,0,38,9
417,8787.55,8815.0,40.95000000000073,1,38,9
418,8786.65,8789.2,15.400000000001455,2,38,9
419,8869.9,8873.35,11.600000000000364,3,38,9
420,8859.4,8882.15,57.0,4,38,9
421,8792.4,8807.9,85.60000000000036,0,39,9
422,8748.85,8748.9,28.149999999999636,1,39,9
423,8713.6,8711.2,-33.94999999999891,2,39,9
424,8790.75,8790.8,175.14999999999964,3,39,9
425,8582.45,8581.5,-39.45000000000073,4,39,9
426,8651.8,8666.15,-74.10000000000036,0,40,10
427,8774.3,8770.6,-0.75,1,40,10
428,8786.2,8806.35,68.55000000000109,2,40,10
429,8758.25,8768.7,56.30000000000109,3,40,10
430,8718.75,8721.3,25.5,4,40,10
431,8733.25,8735.35,20.75,0,41,10
432,8636.05,8670.95,99.40000000000146,3,41,10
433,8588.0,8594.0,7.549999999999272,4,41,10
434,8581.2,8612.15,87.25,0,42,10
435,8576.0,8556.05,-111.65000000000146,1,42,10
436,8669.3,8696.3,40.75,2,42,10
437,8717.9,8693.35,-6.850000000000364,3,42,10
438,8686.25,8708.6,17.450000000000728,4,42,10
439,8705.4,8709.85,-1.7999999999992724,0,43,10
440,8698.65,8721.7,28.80000000000109,1,43,10
441,8635.55,8657.3,49.0,2,43,10
442,8576.85,8607.1,-5.299999999999272,3,43,10
443,8592.3,8625.0,-14.950000000000728,4,43,10
444,8645.8,8672.6,55.0,6,43,10
445,8628.05,8653.15,28.649999999999636,1,44,11
446,8545.25,8541.0,21.850000000000364,2,44,11
447,8523.6,8499.85,16.30000000000109,3,44,11
448,8478.9,8503.6,67.95000000000073,4,44,11
449,8507.7,8535.75,47.350000000000364,0,45,11
450,8523.75,8540.0,-2.149999999999636,1,45,11
451,8198.65,8054.05,-405.1999999999998,2,45,11
452,8554.45,8546.8,24.299999999999272,3,45,11
453,8448.95,8456.65,145.25,4,45,11
454,8219.75,8284.85,187.40000000000055,1,46,11
455,8143.5,8205.65,111.19999999999982,2,46,11
456,8143.5,8105.1,16.300000000000182,3,46,11
457,8070.4,8097.55,29.800000000000182,4,46,11
458,8050.35,8102.1,159.25,0,47,11
459,8015.3,7990.8,-23.699999999999818,1,47,11
460,8023.6,8051.2,22.849999999999454,2,47,11
461,7990.0,8011.8,37.55000000000018,3,47,11
462,7994.2,8006.5,-103.64999999999964,4,47,11
463,8119.1,8080.65,-38.350000000000364,0,48,11
464,8160.8,8131.55,-15.449999999999818,1,48,11
465,8154.7,8172.15,-42.45000000000073,2,48,11
466,8235.0,8244.0,49.899999999999636,3,48,12
467,8140.9,8153.55,65.55000000000018,4,48,12
468,8099.15,8088.75,-50.30000000000018,0,49,12
469,8164.35,8153.15,14.799999999999272,1,49,12
470,8164.05,8168.4,54.349999999999454,2,49,12
471,8194.1,8154.1,-88.85000000000036,3,49,12
472,8262.55,8271.7,16.350000000000364,4,49,12
473,8217.2,8225.35,53.75,0,50,12
474,8168.7,8200.6,-12.199999999998909,1,50,12
475,8209.25,8229.35,46.55000000000018,2,50,12
476,8178.35,8128.4,-26.25,3,50,12
477,8145.7,8178.2,38.649999999999636,4,50,12
478,8119.8,8126.0,24.550000000000182,0,51,12
479,8119.8,8110.6,20.050000000000182,1,51,12
480,8078.2,8105.85,49.75,2,51,12
481,8029.25,8043.85,56.650000000000546,3,51,12
482,7984.25,7970.35,-19.5,4,51,12
483,7928.55,7965.1,52.650000000000546,0,52,12
484,7916.3,7915.05,-115.84999999999945,1,52,12
485,8050.35,8047.55,10.800000000000182,2,52,12
486,8053.25,8030.6,-74.5,3,52,12
487,8145.55,8119.65,-54.600000000000364,4,52,12
488,8150.9,8210.1,30.900000000000546,0,1,1
489,8160.8,8195.25,6.199999999999818,1,1,1
490,8203.9,8200.8,4.449999999998909,2,1,1
491,8233.6,8226.65,-43.850000000000364,3,1,1
492,8300.8,8283.0,34.79999999999927,4,1,1
493,8257.65,8259.1,24.55000000000109,0,2,1
494,8283.55,8262.7,-27.599999999998545,1,2,1
495,8330.9,8329.85,-44.44999999999891,2,2,1
496,8401.05,8391.05,-18.100000000000364,3,2,1
497,8421.55,8457.65,59.850000000000364,4,2,1
498,8390.25,8390.95,-27.75,0,3,1
499,8433.75,8415.05,26.25,1,3,1
500,8435.15,8408.95,-4.799999999999272,2,3,1
501,8424.4,8418.4,-12.800000000001091,3,3,1
502,8412.85,8404.35,60.5,4,3,1
503,8348.1,8329.6,-68.39999999999964,0,4,1
504,8422.75,8407.05,-69.70000000000073,1,4,1
505,8511.55,8499.45,-98.04999999999927,2,4,1
506,8644.15,8610.5,-31.450000000000728,4,4,1
507,8644.1,8635.45,1.75,0,5,1
508,8594.1,8629.45,72.90000000000146,1,5,1
509,8569.6,8570.35,-145.14999999999964,2,5,2
510,8696.15,8725.15,2.850000000000364,3,5,2
511,8732.45,8735.15,-3.399999999999636,4,5,2
512,8785.0,8785.45,-10.649999999999636,0,6,2
513,8798.1,8805.7,34.95000000000073,1,6,2
514,8772.9,8774.55,-1.25,2,6,2
515,8814.45,8795.55,9.0,3,6,2
516,8796.8,8812.35,18.30000000000109,4,6,2
517,8796.55,8818.85,16.80000000000109,0,7,2
518,8785.0,8819.9,35.75,1,7,2
519,8793.2,8777.65,49.44999999999891,2,7,2
520,8736.65,8739.0,-38.79999999999927,3,7,2
521,8846.75,8883.7,66.75,4,7,2
522,8812.15,8818.55,-65.70000000000073,0,8,2
523,8880.0,8890.75,-12.5,1,8,2
524,8934.95,8931.45,1.3500000000003638,2,8,2
525,8942.0,8952.55,11.349999999998545,3,8,2
526,8942.75,8943.7,47.25,0,9,2
527,8907.5,8898.95,23.75,1,9,2
528,8917.95,8904.4,-37.399999999999636,2,9,3
529,8974.9,8982.85,88.95000000000073,3,9,3
530,8893.95,8885.55,-16.650000000001455,4,9,3
531,8932.65,8915.1,-47.5,0,10,3
532,8966.1,8977.75,32.79999999999927,1,10,3
533,8953.7,8950.7,26.850000000000364,2,10,3
534,8911.1,8914.5,-13.299999999999272,3,10,3
535,8957.3,8953.7,16.850000000000364,4,10,3
536,9067.45,9091.65,18.299999999999272,1,11,3
537,9089.65,9086.85,4.25,2,11,3
538,9149.5,9129.65,-27.649999999999636,3,11,3
539,9180.35,9207.8,55.649999999999636,4,11,3
540,9132.65,9166.95,37.400000000001455,0,12,3
541,9140.5,9133.95,7.850000000000364,1,12,3
